case_name,dataset_split,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m,end_time_s,field_write_interval_s,metric_write_interval_s,run_status,final_time_s,mesh_ok,n_pressure_samples_status,n_area_average_samples,n_maximum_samples,peak_area_average_p_rgh_Pa,time_peak_area_average_p_rgh_s,peak_maximum_p_rgh_Pa,time_peak_maximum_p_rgh_s,peak_area_average_alpha_water,time_peak_area_average_alpha_water_s,peak_maximum_alpha_water,time_peak_maximum_alpha_water_s,first_local_wetting_time_s,first_distributed_wetting_time_s,local_wetting_duration_s,distributed_wetting_duration_s,area_average_pressure_impulse_Pa_s,maximum_pressure_impulse_Pa_s,final_area_average_p_rgh_Pa,final_maximum_p_rgh_Pa,final_area_average_alpha_water,final_maximum_alpha_water
surrGrid_H0292_obsH0036_x0380,training_grid,0.292,0.036,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5961.086,0.33,7356.161,0.33,0.9999561,1.135,1.0,0.18,0.175,0.51,1.325,0.99,1029.9010750429998,1851.1327680864997,836.8471,1284.779,0.9632433,1.0
surrGrid_H0292_obsH0042_x0220,training_grid,0.292,0.042,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1437.47,0.105,4064.103,0.105,0.9930643,1.315,1.0,0.095,0.085,0.155,1.415,1.345,1075.5105412799994,1660.1786720400019,786.2623,901.6381,0.9916622,1.0
surrGrid_H0292_obsH0042_x0250,training_grid,0.292,0.042,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1804.562,0.325,4190.08,0.12,0.9999129,0.8,1.0,0.11,0.105,0.19,1.395,1.31,1134.0116138899994,1964.668161219999,847.5178,865.7038,0.9937837,1.0
surrGrid_H0292_obsH0042_x0275,training_grid,0.292,0.042,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1972.335,0.335,4388.438,0.135,0.9999936,0.96,1.0,0.125,0.12,0.24,1.38,1.26,1098.6034048349995,1944.3025214974991,850.1137,913.3486,0.9990145,1.0
surrGrid_H0292_obsH0042_x0292,training_grid,0.292,0.042,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6933.036,0.34,8932.92,0.34,0.9992174,0.81,1.0,0.135,0.13,0.3,1.37,1.2,1090.3968018575003,1924.9610511575002,847.3632,983.4596,0.9757176,1.0
surrGrid_H0292_obsH0042_x0320,training_grid,0.292,0.042,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6104.814,0.345,7618.127,0.345,0.9991072,0.835,1.0,0.15,0.145,0.49,1.355,1.01,1065.9828133015003,1864.9194714824991,886.9108,1128.307,0.982097,1.0
surrGrid_H0292_obsH0042_x0350,training_grid,0.292,0.042,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2833.065,0.35,5247.11,0.165,0.9999694,1.475,1.0,0.165,0.16,0.525,1.34,0.975,1046.6432405767491,1861.4986810224998,838.987,1139.97,0.9998053,1.0
surrGrid_H0292_obsH0042_x0380,training_grid,0.292,0.042,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3223.226,0.605,5585.09,0.605,0.9999779,1.145,1.0,0.18,0.175,0.55,1.325,0.95,1013.51697735775,1836.6586207075006,747.0719,1140.111,0.997207,1.0
surrGrid_H0292_obsH0048_x0220,training_grid,0.292,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2110.79,0.32,4263.562,0.105,0.9998502,1.47,1.0,0.095,0.085,0.165,1.415,1.335,1126.9071204324994,1743.8684399700003,751.4953,860.9452,0.9998264,1.0
surrGrid_H0292_obsH0048_x0250,training_grid,0.292,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4635.588,0.33,6361.136,0.33,0.9999371,0.81,1.0,0.11,0.105,0.205,1.395,1.295,1146.957845800001,2009.6338978525002,757.0974,883.5276,0.9850032,1.0
surrGrid_H0292_obsH0048_x0275,training_grid,0.292,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1565.454,0.14,4488.496,0.14,0.9999018,0.775,1.0,0.125,0.12,0.29,1.38,1.21,1088.2546283124993,1906.394356419999,822.9426,919.5022,0.986106,1.0
surrGrid_H0292_obsH0048_x0292,training_grid,0.292,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1579.783,0.15,4577.716,0.145,0.9999277,0.845,1.0,0.135,0.13,0.445,1.37,1.055,1076.556132724999,1903.130987265001,825.7031,943.9803,0.9947998,1.0
surrGrid_H0292_obsH0048_x0320,training_grid,0.292,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5844.913,0.36,7587.6,0.36,0.9999389,0.815,1.0,0.15,0.145,0.495,1.355,1.005,1075.93892215,1943.6283194424998,923.5048,1122.345,0.8900832,1.0
surrGrid_H0292_obsH0048_x0350,training_grid,0.292,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1646.234,0.18,5298.258,0.165,0.9998714,0.885,1.0,0.165,0.16,0.525,1.34,0.975,1037.6236139492498,1873.2395219324997,799.6855,965.8042,0.9991984,1.0
surrGrid_H0292_obsH0048_x0380,training_grid,0.292,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3493.987,0.365,5488.342,0.175,0.9996936,1.22,1.0,0.18,0.175,0.555,1.325,0.945,1020.5055424942498,1848.44617681,771.4521,994.4445,0.9974025,1.0
surrGrid_H0292_obsH0060_x0220,training_grid,0.292,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1757.291,0.115,4579.082,0.11,0.9990021,1.405,1.0,0.095,0.085,0.18,1.415,1.32,1144.1170900049997,1867.7436354425004,703.7097,835.523,0.9979594,1.0
surrGrid_H0292_obsH0060_x0250,training_grid,0.292,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6430.737,0.345,8949.943,0.345,0.9994493,0.915,1.0,0.11,0.105,0.25,1.395,1.25,1174.6956955875003,2037.5637222475,751.3363,914.369,0.9575462,1.0
surrGrid_H0292_obsH0060_x0275,training_grid,0.292,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1730.902,0.15,4693.114,0.145,0.9994931,0.745,1.0,0.125,0.12,0.45,1.38,1.05,1116.5968038400006,1920.00144357,718.4159,798.8555,0.9798849,1.0
surrGrid_H0292_obsH0060_x0292,training_grid,0.292,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1935.975,0.385,4698.273,0.155,0.9999157,0.86,1.0,0.135,0.13,0.475,1.37,1.025,1044.3785709300003,1901.7310677575008,653.5371,820.6171,0.9715729,1.0
surrGrid_H0292_obsH0060_x0320,training_grid,0.292,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1674.029,0.175,4865.756,0.145,0.997065,0.835,1.0,0.15,0.145,0.495,1.355,1.005,1011.8408645805001,1859.2594085350004,772.6237,867.4897,0.9839583,1.0
surrGrid_H0292_obsH0060_x0350,training_grid,0.292,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1723.847,0.74,5201.951,0.165,0.9929947,0.815,1.0,0.165,0.16,0.51,1.34,0.99,935.9073365674998,1748.8106162350018,884.0657,1092.031,0.9161046,1.0
surrGrid_H0292_obsH0060_x0380,training_grid,0.292,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3134.422,0.745,6385.517,0.745,0.8911401,1.1,1.0,0.18,0.175,0.535,1.325,0.965,945.0568062902504,1735.2707070649992,686.5446,1141.622,0.8496164,1.0
surrGrid_H0292_obsH0066_x0220,training_grid,0.292,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2389.479,0.335,4884.777,0.115,0.9986125,0.785,1.0,0.095,0.085,0.185,1.415,1.315,1192.6082451450002,1981.5015490399999,693.0434,870.1909,0.9955594,1.0
surrGrid_H0292_obsH0066_x0250,training_grid,0.292,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5360.872,0.355,7526.813,0.355,0.9990108,0.75,1.0,0.11,0.105,0.29,1.395,1.21,1190.9800126174998,2016.422511119999,722.3479,916.6718,0.9920223,1.0
surrGrid_H0292_obsH0066_x0275,training_grid,0.292,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1774.943,0.155,4737.692,0.15,0.9975022,0.865,1.0,0.125,0.12,0.47,1.38,1.03,1105.0319412199995,1947.9161004150005,677.9126,799.4259,0.9949938,1.0
surrGrid_H0292_obsH0066_x0292,training_grid,0.292,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1735.32,0.165,4729.344,0.16,0.99811,0.81,1.0,0.135,0.13,0.49,1.37,1.01,1059.0274719349998,1959.6826782474996,621.6581,862.8856,0.908618,1.0
surrGrid_H0292_obsH0066_x0320,training_grid,0.292,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4112.555,0.42,5571.598,0.42,0.9995983,0.935,1.0,0.15,0.145,0.51,1.355,0.99,1023.2897940299997,1951.8650670300005,704.8805,1016.189,0.8943386,1.0
surrGrid_H0292_obsH0066_x0350,training_grid,0.292,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1672.121,0.19,5222.136,0.165,0.9841436,0.995,1.0,0.165,0.16,0.525,1.34,0.975,933.4636242375003,1730.4441937025008,627.2393,967.0564,0.873304,1.0
surrGrid_H0292_obsH0066_x0380,training_grid,0.292,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2344.75,0.435,5556.188,0.175,0.9739733,1.22,1.0,0.18,0.175,0.54,1.325,0.96,919.6804248220001,1699.1626292725,655.2043,1126.695,0.7900879,1.0
surrGrid_H0292_obsH0072_x0220,training_grid,0.292,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5187.605,0.34,7896.872,0.34,0.9990252,0.635,1.0,0.095,0.085,0.195,1.415,1.305,1223.0720944824996,2068.3132083175014,680.0429,927.8237,0.9166029,1.0
surrGrid_H0292_obsH0072_x0250,training_grid,0.292,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1906.957,0.14,4838.809,0.14,0.9986123,0.735,1.0,0.11,0.105,0.33,1.395,1.17,1190.8148445900015,2006.2480877025012,744.5293,945.9429,0.9916597,1.0
surrGrid_H0292_obsH0072_x0275,training_grid,0.292,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3577.105,0.4,5039.599,0.4,0.9969809,0.77,1.0,0.125,0.12,0.485,1.38,1.0150000000000001,1129.2543108300006,2073.7599855649987,668.6952,856.0952,0.9899116,1.0
surrGrid_H0292_obsH0072_x0292,training_grid,0.292,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3135.133,0.425,4763.172,0.16,0.9876799,0.755,1.0,0.135,0.13,0.505,1.37,0.995,1037.9765612125,2014.778311829999,616.049,966.1165,0.7703445,1.0
surrGrid_H0292_obsH0072_x0320,training_grid,0.292,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1711.964,0.18,4874.886,0.145,0.9501354,0.775,1.0,0.15,0.145,0.53,1.355,0.97,976.7628582824999,1859.2919386400001,668.0555,954.0625,0.8698963,1.0
surrGrid_H0292_obsH0072_x0350,training_grid,0.292,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3088.235,0.465,5237.524,0.165,0.9532916,0.905,1.0,0.165,0.16,0.55,1.34,0.95,903.7639193869993,1842.8663962125013,616.3884,1065.731,0.7143862,1.0
surrGrid_H0292_obsH0072_x0380,training_grid,0.292,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2096.835,0.47,5572.799,0.175,0.9660071,0.96,1.0,0.18,0.175,0.56,1.325,0.94,882.5241090892495,1753.1663377874993,588.4588,996.7454,0.7573308,1.0
surrGrid_H0315_obsH0030_x0220,training_grid,0.315,0.03,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1459.864,0.265,3535.673,0.095,0.9999304,0.995,1.0,0.095,0.085,0.14,1.415,1.3599999999999999,1054.2947528749996,1767.881843529999,839.5852,1269.024,0.9975772,1.0
surrGrid_H0315_obsH0030_x0250,training_grid,0.315,0.03,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,8109.281,0.305,12685.22,0.305,0.9998801,0.835,1.0,0.11,0.105,0.165,1.395,1.335,1185.3913619299997,2008.8418777824977,834.0007,1082.436,0.99345,1.0
surrGrid_H0315_obsH0030_x0275,training_grid,0.315,0.03,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7761.194,0.31,11859.91,0.31,0.9999983,0.56,1.0,0.125,0.12,0.19,1.38,1.31,1205.3972473799997,2203.0614005300013,871.7684,1039.322,0.9965307,1.0
surrGrid_H0315_obsH0030_x0292,training_grid,0.315,0.03,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2381.957,0.315,4565.858,0.135,0.9999908,0.595,1.0,0.135,0.13,0.205,1.37,1.295,1155.8778603200008,2149.2443849274996,897.4649,1064.545,0.9991053,1.0
surrGrid_H0315_obsH0030_x0320,training_grid,0.315,0.03,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2247.935,0.315,4937.711,0.15,0.9999981,0.85,1.0,0.15,0.145,0.23,1.355,1.27,1138.1334752774999,2127.4237658499997,852.8122,1189.102,0.9899746,1.0
surrGrid_H0315_obsH0030_x0350,training_grid,0.315,0.03,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5485.788,0.31,6864.066,0.31,0.9999651,1.07,1.0,0.165,0.16,0.27,1.34,1.23,1151.0052117465007,2067.8975418549994,811.1962,1255.723,0.9997907,1.0
surrGrid_H0315_obsH0030_x0380,training_grid,0.315,0.03,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2698.096,0.31,5961.841,0.18,0.9989717,1.475,1.0,0.18,0.175,0.455,1.325,1.045,1130.9730817784998,1982.1335985925002,798.5049,1096.235,0.9989586,1.0
surrGrid_H0315_obsH0036_x0220,training_grid,0.315,0.036,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1888.269,0.28,3875.105,0.1,0.9868693,1.5,1.0,0.095,0.085,0.145,1.415,1.355,1093.202896542499,1823.2523107174993,904.0073,1065.349,0.9868693,1.0
surrGrid_H0315_obsH0036_x0250,training_grid,0.315,0.036,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,9672.018,0.31,15224.08,0.31,0.9999883,0.85,1.0,0.11,0.105,0.175,1.395,1.325,1214.9475196199994,2141.7871390924997,873.2374,990.5027,0.9859888,1.0
surrGrid_H0315_obsH0036_x0275,training_grid,0.315,0.036,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3477.324,0.315,4735.015,0.315,0.9999695,0.755,1.0,0.125,0.12,0.205,1.38,1.295,1218.257936455,2163.9254418975015,876.7908,1002.447,0.9863515,1.0
surrGrid_H0315_obsH0036_x0292,training_grid,0.315,0.036,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4062.138,0.32,5279.129,0.32,0.9999888,0.77,1.0,0.135,0.13,0.23,1.37,1.27,1185.7258164649998,2176.790365315002,954.4637,1240.408,0.9904338,1.0
surrGrid_H0315_obsH0036_x0320,training_grid,0.315,0.036,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2112.948,0.325,5020.706,0.145,0.9998072,0.87,1.0,0.15,0.145,0.28,1.355,1.22,1159.2778379300005,2091.9350330700013,826.358,1103.165,0.9953906,1.0
surrGrid_H0315_obsH0036_x0350,training_grid,0.315,0.036,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3420.497,0.325,5168.685,0.165,0.9999712,1.05,1.0,0.165,0.16,0.485,1.34,1.0150000000000001,1131.350664103501,2050.177283002501,831.1783,1194.057,0.9963944,1.0
surrGrid_H0315_obsH0036_x0380,training_grid,0.315,0.036,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3820.506,0.32,5810.743,0.175,0.9999542,1.405,1.0,0.18,0.175,0.485,1.325,1.0150000000000001,1116.7969175455005,1951.3551297475,866.7187,1257.629,0.9982381,1.0
surrGrid_H0315_obsH0042_x0220,training_grid,0.315,0.042,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1445.216,0.105,4078.965,0.105,0.9956974,1.5,1.0,0.095,0.085,0.155,1.415,1.345,1164.7667447275,1838.4328958575009,844.0696,1001.408,0.9956974,1.0
surrGrid_H0315_obsH0042_x0250,training_grid,0.315,0.042,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6809.327,0.315,10352.42,0.315,0.9999398,0.81,1.0,0.11,0.105,0.185,1.395,1.315,1253.0788274050003,2196.8387159999993,884.937,932.988,0.9953905,1.0
surrGrid_H0315_obsH0042_x0275,training_grid,0.315,0.042,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2228.349,0.325,4455.539,0.135,0.9999958,0.955,1.0,0.125,0.12,0.225,1.38,1.275,1211.1071114050003,2124.3380825100003,897.1163,975.3608,0.9866197,1.0
surrGrid_H0315_obsH0042_x0292,training_grid,0.315,0.042,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4822.548,0.33,5907.35,0.33,0.9999801,0.84,1.0,0.135,0.13,0.275,1.37,1.225,1177.7986101900012,2110.0035540900008,926.789,1028.474,0.9858055,1.0
surrGrid_H0315_obsH0042_x0320,training_grid,0.315,0.042,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2307.743,0.335,5093.648,0.145,0.9998496,0.93,1.0,0.15,0.145,0.49,1.355,1.01,1161.576797939999,2068.3115482400003,867.2513,1121.872,0.9996991,1.0
surrGrid_H0315_obsH0042_x0350,training_grid,0.315,0.042,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2671.134,0.75,5285.013,0.165,0.9998804,1.155,1.0,0.165,0.16,0.515,1.34,0.985,1121.7553820304997,2030.417938645001,891.6235,1322.58,0.9843015,1.0
surrGrid_H0315_obsH0042_x0380,training_grid,0.315,0.042,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6223.516,0.335,7425.513,0.335,0.9997278,1.295,1.0,0.18,0.175,0.515,1.325,0.985,1105.7098803607503,1965.6384235549997,872.7222,1396.548,0.9973196,1.0
surrGrid_H0315_obsH0048_x0220,training_grid,0.315,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1559.273,0.31,4273.962,0.105,0.9960977,1.075,1.0,0.095,0.085,0.16,1.415,1.34,1214.306250105001,1868.9216900025003,786.1326,876.5628,0.9904441,1.0
surrGrid_H0315_obsH0048_x0250,training_grid,0.315,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5750.572,0.32,8299.302,0.32,0.99995,0.85,1.0,0.11,0.105,0.195,1.395,1.305,1252.0266640324994,2175.6717759849994,836.5074,871.7935,0.9960811,1.0
surrGrid_H0315_obsH0048_x0275,training_grid,0.315,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,10005.63,0.33,13696.9,0.33,0.9999377,0.82,1.0,0.125,0.12,0.26,1.38,1.24,1232.8606446499998,2157.7667852774994,862.4126,965.8035,0.9741559,1.0
surrGrid_H0315_obsH0048_x0292,training_grid,0.315,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2561.271,0.34,4690.327,0.15,0.9984082,0.81,1.0,0.135,0.13,0.46,1.37,1.04,1157.6045801874993,2070.9826005750006,836.7439,1100.023,0.987185,1.0
surrGrid_H0315_obsH0048_x0320,training_grid,0.315,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7018.604,0.345,9045.944,0.345,0.9965627,1.385,1.0,0.15,0.145,0.5,1.355,1.0,1176.7129020774996,2041.9779815449988,845.7901,1104.498,0.9939561,1.0
surrGrid_H0315_obsH0048_x0350,training_grid,0.315,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5973.071,0.35,7369.091,0.35,0.9997257,1.5,1.0,0.165,0.16,0.535,1.34,0.965,1146.9033412524996,2037.1609974075004,879.5265,1094.227,0.9997257,1.0
surrGrid_H0315_obsH0048_x0380,training_grid,0.315,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4536.981,0.615,8205.189,0.615,0.9994207,1.245,1.0,0.18,0.175,0.555,1.325,0.945,1090.7287886980007,1997.5032976624996,796.3713,1276.881,0.9460615,1.0
surrGrid_H0315_obsH0060_x0220,training_grid,0.315,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2155.393,0.32,4659.715,0.11,0.9992327,1.06,1.0,0.095,0.085,0.175,1.415,1.325,1238.1432107225003,2044.6840391624996,787.875,932.1325,0.9991111,1.0
surrGrid_H0315_obsH0060_x0250,training_grid,0.315,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5713.937,0.33,7936.441,0.33,0.9994503,0.815,1.0,0.11,0.105,0.23,1.395,1.27,1255.2834117924995,2185.5834038324997,871.5026,979.3218,0.9949393,1.0
surrGrid_H0315_obsH0060_x0275,training_grid,0.315,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1803.022,0.155,4829.528,0.145,0.9999605,0.835,1.0,0.125,0.12,0.44,1.38,1.06,1194.9785605224997,2094.4319636449977,868.1562,972.4465,0.995432,1.0
surrGrid_H0315_obsH0060_x0292,training_grid,0.315,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6111.618,0.36,8168.824,0.36,0.9999679,0.845,1.0,0.135,0.13,0.465,1.37,1.035,1181.8976142375004,2129.7518566900007,809.7683,910.6655,0.9931142,1.0
surrGrid_H0315_obsH0060_x0320,training_grid,0.315,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1972.811,0.375,5138.578,0.145,0.9989059,1.5,1.0,0.15,0.145,0.49,1.355,1.01,1117.7055842625007,2092.7223186925003,806.2206,970.0933,0.9989059,1.0
surrGrid_H0315_obsH0060_x0350,training_grid,0.315,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1780.019,0.185,5308.934,0.165,0.997885,1.13,1.0,0.165,0.16,0.525,1.34,0.975,1057.3396573829991,1933.8237267374993,855.5295,974.8539,0.9885871,1.0
surrGrid_H0315_obsH0060_x0380,training_grid,0.315,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2383.417,0.385,5893.604,0.18,0.9996432,0.98,1.0,0.18,0.175,0.555,1.325,0.945,1028.1860201434997,1868.5850930775011,754.4892,1135.246,0.8306404,1.0
surrGrid_H0315_obsH0066_x0220,training_grid,0.315,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1918.51,0.12,4968.685,0.115,0.9954964,0.7,1.0,0.095,0.085,0.18,1.415,1.32,1257.3127965699996,2136.637009565001,736.4959,892.9325,0.9853461,1.0
surrGrid_H0315_obsH0066_x0250,training_grid,0.315,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1913.848,0.14,4926.328,0.135,0.9992137,0.765,1.0,0.11,0.105,0.255,1.395,1.245,1230.9698368575012,2146.2569955374993,825.0258,993.8333,0.982357,1.0
surrGrid_H0315_obsH0066_x0275,training_grid,0.315,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2313.663,0.36,4955.188,0.15,0.9990004,0.8,1.0,0.125,0.12,0.45,1.38,1.05,1201.1588899800004,2145.314688655,682.8215,916.7905,0.970751,1.0
surrGrid_H0315_obsH0066_x0292,training_grid,0.315,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4478.985,0.375,5743.002,0.375,0.9966346,0.835,1.0,0.135,0.13,0.47,1.37,1.03,1172.32507762,2116.5444862724994,669.1136,821.4781,0.9965343,1.0
surrGrid_H0315_obsH0066_x0320,training_grid,0.315,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3135.036,0.39,5140.382,0.145,0.9969921,1.5,1.0,0.15,0.145,0.495,1.355,1.005,1099.9248925075003,1936.3937672850006,717.3695,885.7459,0.9969921,1.0
surrGrid_H0315_obsH0066_x0350,training_grid,0.315,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2932.437,0.4,5350.955,0.165,0.987067,0.93,1.0,0.165,0.16,0.515,1.34,0.985,1098.9857636440004,1982.6542860374996,946.8727,1027.284,0.9717449,1.0
surrGrid_H0315_obsH0066_x0380,training_grid,0.315,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2654.621,0.765,5921.468,0.18,0.9987763,1.415,1.0,0.18,0.175,0.545,1.325,0.955,1074.9606906427496,1961.6406086524998,729.2057,1101.062,0.9090813,1.0
surrGrid_H0315_obsH0072_x0220,training_grid,0.315,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2006.98,0.12,5072.085,0.12,0.9991359,0.635,1.0,0.095,0.085,0.19,1.415,1.31,1291.2692618825001,2204.589978274998,777.2992,940.6202,0.9919524,1.0
surrGrid_H0315_obsH0072_x0250,training_grid,0.315,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4598.185,0.345,6221.67,0.345,0.999251,0.775,1.0,0.11,0.105,0.295,1.395,1.205,1260.03384232,2177.9430386549993,774.9878,1007.216,0.9450209,1.0
surrGrid_H0315_obsH0072_x0275,training_grid,0.315,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2964.777,0.37,5032.825,0.155,0.9990622,0.955,1.0,0.125,0.12,0.46,1.38,1.04,1220.9028676674998,2106.352277715,658.7314,926.0518,0.952654,1.0
surrGrid_H0315_obsH0072_x0292,training_grid,0.315,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4582.397,0.39,6110.411,0.39,0.9998257,1.5,1.0,0.135,0.13,0.485,1.37,1.0150000000000001,1161.8678790225003,2060.2301103725003,722.7448,944.0494,0.9998257,1.0
surrGrid_H0315_obsH0072_x0320,training_grid,0.315,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1987.657,0.41,5145.547,0.145,0.9792785,1.495,1.0,0.15,0.145,0.505,1.355,0.995,1075.1627193600004,1986.5690490449983,796.1244,1044.169,0.9792043,1.0
surrGrid_H0315_obsH0072_x0350,training_grid,0.315,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1866.022,0.425,5380.356,0.165,0.8941124,0.815,1.0,0.165,0.16,0.52,1.34,0.98,1018.0834886354999,1882.5895822525,743.8651,1092.223,0.8608939,1.0
surrGrid_H0315_obsH0072_x0380,training_grid,0.315,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1958.033,0.43,5920.788,0.18,0.9149989,0.955,1.0,0.18,0.175,0.54,1.325,0.96,1013.4177837860001,1885.3931652999997,722.8095,1132.761,0.8519217,1.0
