case_name,dataset_split,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m,end_time_s,field_write_interval_s,metric_write_interval_s,run_status,final_time_s,mesh_ok,n_pressure_samples_status,n_area_average_samples,n_maximum_samples,peak_area_average_p_rgh_Pa,time_peak_area_average_p_rgh_s,peak_maximum_p_rgh_Pa,time_peak_maximum_p_rgh_s,peak_area_average_alpha_water,time_peak_area_average_alpha_water_s,peak_maximum_alpha_water,time_peak_maximum_alpha_water_s,first_local_wetting_time_s,first_distributed_wetting_time_s,local_wetting_duration_s,distributed_wetting_duration_s,area_average_pressure_impulse_Pa_s,maximum_pressure_impulse_Pa_s,final_area_average_p_rgh_Pa,final_maximum_p_rgh_Pa,final_area_average_alpha_water,final_maximum_alpha_water
surrGrid_H0365_obsH0066_x0250,training_grid,0.365,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4160.025,0.32,5216.345,0.32,0.9999363,1.33,1.0,0.11,0.105,0.225,1.395,1.275,1457.1882686349998,2564.819082925,980.2305,1077.446,0.9902695,1.0
surrGrid_H0365_obsH0066_x0275,training_grid,0.365,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1984.363,0.16,5173.758,0.15,0.9997469,0.72,1.0,0.125,0.12,0.47,1.38,1.03,1394.3075540124998,2414.23493111,913.3371,1174.381,0.9821099,1.0
surrGrid_H0365_obsH0066_x0292,training_grid,0.365,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5271.354,0.345,6634.35,0.345,0.9958375,0.835,1.0,0.135,0.13,0.495,1.37,1.005,1371.6682863649999,2355.0248708900003,893.3351,1090.179,0.9839101,1.0
surrGrid_H0365_obsH0066_x0320,training_grid,0.365,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7000.063,0.355,9208.7,0.355,0.9999597,1.375,1.0,0.15,0.14,0.52,1.3599999999999999,0.98,1337.974120084999,2409.7921338199994,897.4087,1015.594,0.9761369,1.0
surrGrid_H0365_obsH0066_x0350,training_grid,0.365,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5724.001,0.365,7398.79,0.8,0.9962239,1.33,1.0,0.165,0.16,0.545,1.34,0.955,1260.9224316925,2351.8282186649994,960.7306,1185.883,0.994156,1.0
surrGrid_H0365_obsH0066_x0380,training_grid,0.365,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2709.966,0.645,6097.516,0.175,0.9927113,1.17,1.0,0.18,0.17,0.565,1.33,0.935,1202.560110952501,2247.5173667375,852.8178,1184.989,0.9141482,1.0
surrGrid_H0365_obsH0072_x0220,training_grid,0.365,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2049.442,0.12,5159.916,0.12,0.9992788,0.625,1.0,0.095,0.085,0.18,1.415,1.32,1458.3390509325009,2576.322125144998,894.9659,1030.463,0.9902756,1.0
surrGrid_H0365_obsH0072_x0250,training_grid,0.365,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2255.247,0.325,5265.948,0.135,0.9992379,0.875,1.0,0.11,0.105,0.24,1.395,1.26,1445.8833064175005,2517.307546805,955.2787,1065.605,0.9941654,1.0
surrGrid_H0365_obsH0072_x0275,training_grid,0.365,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5308.461,0.34,6992.669,0.34,0.9976713,0.83,1.0,0.125,0.12,0.475,1.38,1.025,1390.4224218175,2421.3235452474996,839.2764,1158.106,0.9746111,1.0
surrGrid_H0365_obsH0072_x0292,training_grid,0.365,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2381.214,0.355,5329.718,0.165,0.998255,0.83,1.0,0.135,0.13,0.5,1.37,1.0,1335.8886248624997,2380.2254211624986,839.5932,1127.823,0.9859221,1.0
surrGrid_H0365_obsH0072_x0320,training_grid,0.365,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2021.794,0.18,5432.418,0.175,0.9997596,1.135,1.0,0.15,0.14,0.515,1.3599999999999999,0.985,1256.5250887674995,2396.753118814999,927.8953,1153.635,0.9935063,1.0
surrGrid_H0365_obsH0072_x0350,training_grid,0.365,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2273.069,0.38,5727.607,0.165,0.9979872,1.25,1.0,0.165,0.16,0.54,1.34,0.96,1201.462784605,2279.6293756599994,930.8665,1138.653,0.9084459,1.0
surrGrid_H0365_obsH0072_x0380,training_grid,0.365,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2670.057,0.815,7619.928,0.815,0.9733107,1.0,1.0,0.18,0.17,0.565,1.33,0.935,1204.1949244125,2216.2411813174995,912.877,1209.729,0.83801,1.0
surrVal_001_H0299_obsH0070_x0370,validation_lhs,0.298624,0.070319,0.370322,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1743.251,0.44,5820.143,0.17,0.926701,1.275,1.0,0.175,0.17,0.54,1.33,0.96,955.1200405852488,1788.1221362450003,694.7617,1179.594,0.7951704,1.0
surrVal_002_H0325_obsH0052_x0283,validation_lhs,0.32471,0.052444,0.282528,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3206.054,0.335,4773.66,0.145,0.9999538,0.88,1.0,0.13,0.12,0.445,1.38,1.055,1238.7675144975,2188.1824247174995,911.0667,1112.294,0.9935794,1.0
surrVal_003_H0332_obsH0059_x0322,validation_lhs,0.332272,0.059422,0.321748,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2509.548,0.365,5130.044,0.15,0.9984887,1.5,1.0,0.15,0.145,0.51,1.355,0.99,1180.0845603125001,2177.4249636950026,899.0305,997.4626,0.9984887,1.0
surrVal_004_H0240_obsH0035_x0369,validation_lhs,0.240235,0.034731,0.368732,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2921.586,0.36,4895.096,0.175,0.9999943,0.87,1.0,0.175,0.17,0.525,1.33,0.975,887.8946031035003,1564.5956424160008,649.2247,701.9254,0.9264408,1.0
surrVal_005_H0322_obsH0057_x0303,validation_lhs,0.322089,0.057429,0.302865,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1757.644,0.165,4897.709,0.14,0.9998048,0.845,1.0,0.14,0.135,0.495,1.365,1.005,1157.9461029900006,2108.2543130425015,759.2508,968.9373,0.985349,1.0
surrVal_006_H0342_obsH0062_x0366,validation_lhs,0.341534,0.061586,0.365695,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2574.936,0.37,5834.82,0.17,0.9992086,1.21,1.0,0.175,0.165,0.55,1.335,0.95,1138.323639061501,2144.5147598199997,837.8622,1038.713,0.9241119,1.0
surrVal_007_H0305_obsH0063_x0340,validation_lhs,0.304578,0.062735,0.339864,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1739.739,0.76,5321.71,0.16,0.9765462,0.845,1.0,0.16,0.155,0.51,1.345,0.99,958.0833737739997,1853.312034712501,629.1461,1062.211,0.6951093,1.0
surrVal_008_H0275_obsH0066_x0246,validation_lhs,0.275083,0.065858,0.245635,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2989.664,0.37,4675.176,0.135,0.9987798,0.81,1.0,0.11,0.105,0.3,1.395,1.2,1107.3419518199996,1932.8796710050003,681.8081,897.6922,0.9607906,1.0
surrVal_009_H0359_obsH0038_x0362,validation_lhs,0.35913,0.038273,0.361855,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1823.145,0.86,5665.672,0.17,0.9994203,1.395,1.0,0.17,0.165,0.46,1.335,1.04,1272.0151613750002,2296.2064807799998,966.8205,1443.626,0.998868,1.0
surrVal_010_H0351_obsH0059_x0293,validation_lhs,0.351462,0.058795,0.293027,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3938.634,0.34,5630.552,0.76,0.9991628,0.865,1.0,0.135,0.13,0.49,1.37,1.01,1324.6054282024998,2268.0447545249976,897.0924,1122.7,0.9865813,1.0
surrVal_011_H0339_obsH0071_x0292,validation_lhs,0.338578,0.070731,0.291549,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2999.414,0.365,5169.636,0.16,0.9937452,0.82,1.0,0.135,0.13,0.475,1.37,1.025,1244.4075329374994,2302.9664831075006,643.55,866.6762,0.8568343,1.0
surrVal_012_H0290_obsH0038_x0258,validation_lhs,0.289819,0.037679,0.258139,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3710.334,0.325,4893.484,0.325,0.9999914,0.87,1.0,0.12,0.11,0.195,1.39,1.305,1117.2185201325015,1971.1361162949997,816.8127,867.4053,0.9961253,1.0
surrVal_013_H0311_obsH0055_x0271,validation_lhs,0.310577,0.054975,0.271389,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3782.849,0.345,4796.104,0.345,0.9999861,1.125,1.0,0.125,0.12,0.425,1.38,1.075,1177.2120316549997,2046.5877674950007,833.6744,971.3913,0.9997553,1.0
surrVal_014_H0269_obsH0068_x0351,validation_lhs,0.268937,0.067686,0.351172,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2533.007,0.475,5186.484,0.165,0.9491691,0.9,1.0,0.165,0.16,0.56,1.34,0.94,867.19513377425,1757.9604761249993,554.7271,1024.168,0.715969,1.0
surrVal_015_H0363_obsH0041_x0240,validation_lhs,0.362842,0.041378,0.239929,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1750.996,0.41,5845.032,0.405,0.9999563,0.69,1.0,0.105,0.1,0.175,1.4,1.325,1338.6247326900007,2305.144790752501,896.4428,989.9429,0.983242,1.0
surrVal_016_H0282_obsH0054_x0220,validation_lhs,0.281507,0.054049,0.22037,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6148.815,0.325,9648.05,0.325,0.9991139,0.81,1.0,0.095,0.085,0.17,1.415,1.33,1136.2385992324992,1796.0984106000005,745.4878,871.7058,0.9933044,1.0
surrVal_017_H0262_obsH0069_x0350,validation_lhs,0.262,0.069236,0.350324,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1499.348,0.52,4972.774,0.165,0.9812446,0.735,1.0,0.165,0.16,0.605,1.34,0.895,819.39311911525,1734.595595750001,531.5212,992.1894,0.687848,1.0
surrVal_018_H0287_obsH0045_x0288,validation_lhs,0.287441,0.045483,0.288058,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5155.428,0.345,6792.768,0.345,0.9999181,0.8,1.0,0.135,0.125,0.32,1.375,1.18,1091.1711603850001,1915.8730693899997,859.3834,944.1216,0.9844912,1.0
surrVal_019_H0292_obsH0064_x0265,validation_lhs,0.291877,0.064447,0.265068,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3400.655,0.375,4712.39,0.145,0.9994099,0.865,1.0,0.12,0.115,0.455,1.385,1.045,1121.9704411725004,1961.0762815075016,628.4427,915.5835,0.9745704,1.0
surrVal_020_H0243_obsH0040_x0238,validation_lhs,0.243433,0.039519,0.238421,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1666.293,0.345,3889.68,0.115,0.9999283,1.085,1.0,0.105,0.1,0.18,1.4,1.32,910.8840995325005,1465.7322724225019,691.0199,731.2674,0.9971919,1.0
surrVal_021_H0245_obsH0042_x0375,validation_lhs,0.244557,0.042277,0.375342,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1646.938,0.385,5228.627,0.175,0.9999902,0.935,1.0,0.18,0.17,0.54,1.33,0.96,880.2173888482505,1557.0758338352496,656.3238,811.7939,0.985156,1.0
surrVal_022_H0293_obsH0052_x0280,validation_lhs,0.293135,0.051793,0.279763,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7752.55,0.35,10486.73,0.35,0.9999559,0.805,1.0,0.13,0.12,0.435,1.38,1.065,1144.0942030125,2015.0290817249997,813.6701,910.5847,0.9990769,1.0
surrVal_023_H0336_obsH0064_x0309,validation_lhs,0.336001,0.063826,0.308618,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1849.332,0.18,5444.047,0.795,0.9944651,0.835,1.0,0.145,0.14,0.495,1.3599999999999999,1.005,1187.9074732474996,2224.0630642150004,786.3042,946.2988,0.9888793,1.0
surrVal_024_H0257_obsH0053_x0227,validation_lhs,0.256501,0.053118,0.22696,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2556.536,0.345,4262.331,0.115,0.9984735,0.845,1.0,0.1,0.09,0.19,1.41,1.31,1012.0726248649999,1622.4670779499995,628.8282,744.0269,0.9957271,1.0
surrVal_025_H0248_obsH0057_x0242,validation_lhs,0.248275,0.05664,0.241751,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2962.921,0.375,4271.94,0.125,0.9991955,0.8,1.0,0.11,0.1,0.255,1.4,1.245,1003.647157125001,1756.3496080550005,613.311,781.7993,0.9821085,1.0
surrVal_026_H0251_obsH0030_x0253,validation_lhs,0.251287,0.03038,0.253211,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2261.338,0.33,3869.882,0.115,0.9999582,1.48,1.0,0.115,0.105,0.175,1.395,1.325,916.6251280524997,1533.092559535,665.5882,822.2803,0.9999446,1.0
surrVal_027_H0258_obsH0061_x0348,validation_lhs,0.257641,0.061458,0.347741,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2755.557,0.465,5117.377,0.165,0.9997566,0.765,1.0,0.165,0.16,0.55,1.34,0.95,835.4524402260004,1642.454826664999,596.4963,1047.802,0.7709482,1.0
surrVal_028_H0284_obsH0052_x0357,validation_lhs,0.284331,0.051596,0.357043,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3471.639,0.385,5644.797,0.165,0.9999618,0.98,1.0,0.17,0.16,0.52,1.34,0.98,970.4494269254998,1738.9456995449996,799.3709,1012.217,0.9409573,1.0
surrVal_029_H0346_obsH0066_x0342,validation_lhs,0.345798,0.065651,0.342465,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3030.935,0.375,5475.973,0.16,0.9990689,1.19,1.0,0.16,0.155,0.53,1.345,0.97,1169.1236139325,2213.9434268374985,884.8775,1081.186,0.9716021,1.0
surrVal_030_H0353_obsH0035_x0286,validation_lhs,0.353469,0.035053,0.285623,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,8524.928,0.31,11928.75,0.31,0.9999902,0.61,1.0,0.13,0.125,0.21,1.375,1.29,1341.440021955,2493.847766559999,967.6574,1095.273,0.9718125,1.0
surrVal_031_H0307_obsH0069_x0233,validation_lhs,0.306769,0.069165,0.232732,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3568.726,0.34,4926.475,0.34,0.9981795,0.76,1.0,0.105,0.095,0.225,1.405,1.275,1226.6303104275,2130.9079757774994,710.701,949.2949,0.9677359,1.0
surrVal_032_H0344_obsH0050_x0276,validation_lhs,0.343843,0.049828,0.275638,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2759.121,0.325,4705.347,0.14,0.999921,0.745,1.0,0.125,0.12,0.255,1.38,1.245,1311.0829705624994,2343.2877998874987,1021.196,1061.368,0.9909487,1.0
surrVal_033_H0317_obsH0060_x0336,validation_lhs,0.317017,0.060451,0.336338,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4156.769,0.38,5494.684,0.155,0.9999738,1.21,1.0,0.16,0.15,0.505,1.35,0.995,1089.5287824439995,2008.9356187825,832.6245,958.5045,0.996561,1.0
surrVal_034_H0357_obsH0039_x0234,validation_lhs,0.357397,0.038752,0.234077,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3730.404,0.305,4739.596,0.305,0.9999909,1.02,1.0,0.105,0.095,0.16,1.405,1.34,1342.7905495724997,2149.3875186799987,861.1533,987.1153,0.9995949,1.0
surrVal_035_H0327_obsH0068_x0308,validation_lhs,0.327098,0.067821,0.307919,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7009.894,0.375,9434.32,0.375,0.9960613,1.48,1.0,0.145,0.135,0.485,1.365,1.0150000000000001,1196.774390585,2197.799162690001,746.9345,979.0864,0.9956519,1.0
surrVal_036_H0318_obsH0031_x0379,validation_lhs,0.318226,0.031154,0.378514,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6020.822,0.31,7315.392,0.31,0.9997539,1.45,1.0,0.18,0.17,0.46,1.33,1.04,1142.0519141912491,1982.7786091749988,820.2855,1184.085,0.9996135,1.0
surrVal_037_H0311_obsH0067_x0320,validation_lhs,0.311453,0.066901,0.320156,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1791.439,0.18,4994.653,0.17,0.9995349,1.29,1.0,0.15,0.145,0.495,1.355,1.005,1072.4779764099997,1941.599136465,792.6496,1046.017,0.9990986,1.0
surrVal_038_H0321_obsH0047_x0332,validation_lhs,0.320909,0.047311,0.331679,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2970.022,0.345,5263.778,0.155,0.9989557,1.14,1.0,0.155,0.15,0.515,1.35,0.985,1160.287394762501,2054.4002975074995,883.3255,1144.4,0.998674,1.0
surrVal_039_H0297_obsH0034_x0301,validation_lhs,0.297298,0.033955,0.3015,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5010.256,0.325,6358.653,0.325,0.9999932,0.62,1.0,0.14,0.135,0.24,1.365,1.26,1123.1684165349996,1995.065797632501,919.0981,1139.761,0.9921522,1.0
surrVal_040_H0266_obsH0040_x0355,validation_lhs,0.266496,0.040463,0.354755,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1887.396,0.365,5408.688,0.165,0.9998798,0.855,1.0,0.17,0.16,0.525,1.34,0.975,940.0489348557496,1691.0347721215005,665.1282,919.9905,0.9150284,1.0
surrVal_041_H0264_obsH0063_x0270,validation_lhs,0.263875,0.06291,0.269942,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2430.908,0.405,4463.133,0.145,0.999417,0.72,1.0,0.125,0.12,0.485,1.38,1.0150000000000001,1026.8911223625003,1941.3003481624994,618.064,782.0898,0.9924099,1.0
surrVal_042_H0355_obsH0044_x0360,validation_lhs,0.355393,0.043963,0.359889,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3395.09,0.33,5681.195,0.17,0.9999937,1.21,1.0,0.17,0.165,0.49,1.335,1.01,1218.63736781,2225.01241178,984.9886,1586.498,0.9999689,1.0
surrVal_043_H0347_obsH0056_x0326,validation_lhs,0.347441,0.055938,0.326097,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2298.062,0.76,5328.818,0.15,0.9996354,1.445,1.0,0.155,0.145,0.52,1.355,0.98,1261.3964669150005,2234.804258844999,946.5389,1053.57,0.9995346,1.0
surrVal_044_H0272_obsH0045_x0230,validation_lhs,0.272014,0.044632,0.230187,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2945.086,0.325,4181.617,0.11,0.9998879,1.395,1.0,0.1,0.09,0.17,1.41,1.33,1063.9376441975,1678.6103932974995,719.7979,786.2014,0.9998138,1.0
surrVal_045_H0330_obsH0072_x0333,validation_lhs,0.330335,0.071945,0.33287,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3802.642,0.4,5362.061,0.155,0.9496477,0.935,1.0,0.155,0.15,0.51,1.35,0.99,1150.006637415001,2062.9434106949984,850.7362,1000.89,0.9202622,1.0
surrVal_046_H0253_obsH0037_x0256,validation_lhs,0.253348,0.036709,0.256239,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1443.165,0.34,3940.445,0.125,0.9999922,0.805,1.0,0.115,0.11,0.195,1.39,1.305,974.5911545849999,1719.223327435002,669.0812,717.9976,0.9969215,1.0
surrVal_047_H0276_obsH0045_x0251,validation_lhs,0.275802,0.045086,0.251217,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2716.86,0.34,4243.637,0.125,0.9999189,0.735,1.0,0.115,0.105,0.21,1.395,1.29,1077.581679245,1878.516994075,765.5556,824.138,0.9909173,1.0
surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.362932,0.055641,0.327867,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7793.013,0.345,9693.75,0.345,0.999982,1.205,1.0,0.155,0.15,0.525,1.35,0.975,1307.9538347224996,2306.4337143025004,951.8672,1146.206,0.9969915,1.0
surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.278138,0.032902,0.26015,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2375.766,0.325,4083.433,0.115,0.9999888,0.81,1.0,0.12,0.11,0.185,1.39,1.315,1045.41004299,1846.9756724700007,780.8366,857.1113,0.9984547,1.0
surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.24984,0.050797,0.277452,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1465.581,0.15,4205.963,0.125,0.999955,0.815,1.0,0.13,0.12,0.375,1.38,1.125,943.4891584519997,1780.635202835,568.9704,698.4017,0.9963543,1.0
surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.328306,0.058017,0.224967,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1786.041,0.115,4716.374,0.11,0.9989939,0.8,1.0,0.095,0.085,0.175,1.415,1.325,1283.7038038574997,2155.6117861075004,804.7192,999.9337,0.9771222,1.0
surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.283072,0.041194,0.315574,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3295.093,0.35,4950.894,0.145,0.999109,0.8,1.0,0.15,0.14,0.48,1.3599999999999999,1.02,1030.712292428,1833.786969415001,854.5285,1052.891,0.9683839,1.0
surrVal_053_H0270_obsH0043_x0296,validation_lhs,0.270073,0.042735,0.296348,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2971.624,0.355,4686.392,0.135,0.9999404,0.855,1.0,0.14,0.13,0.44,1.37,1.06,996.8845078769997,1777.7443460450002,881.1008,953.3201,0.9917882,1.0
surrVal_054_H0305_obsH0048_x0343,validation_lhs,0.3052,0.048331,0.343155,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2454.787,0.36,5469.185,0.16,0.9996683,1.205,1.0,0.16,0.155,0.525,1.345,0.975,1095.7231975295003,1951.2706765249986,805.3677,987.8488,0.9949312,1.0
surrVal_055_H0314_obsH0032_x0267,validation_lhs,0.313573,0.032487,0.266892,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1956.96,0.315,4234.595,0.125,0.9999986,0.835,1.0,0.12,0.115,0.185,1.385,1.315,1167.2061993350005,2127.006330447499,884.8087,1045.151,0.9988964,1.0
surrVal_056_H0296_obsH0047_x0299,validation_lhs,0.296217,0.046518,0.298557,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1963.463,0.35,4609.534,0.14,0.9990439,0.79,1.0,0.14,0.13,0.46,1.37,1.04,1079.4548939324998,1912.418803450001,888.7488,1063.665,0.9829081,1.0
surrVal_057_H0261_obsH0049_x0313,validation_lhs,0.260821,0.049403,0.313074,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2449.016,0.395,4824.671,0.145,0.9999165,0.825,1.0,0.145,0.14,0.485,1.3599999999999999,1.0150000000000001,923.08244645375,1672.1837225900006,622.6594,803.5129,0.934405,1.0
surrVal_058_H0335_obsH0048_x0318,validation_lhs,0.334976,0.047674,0.317979,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1689.886,0.755,5053.659,0.145,0.9998309,1.13,1.0,0.15,0.14,0.505,1.3599999999999999,0.995,1215.8931087700003,2170.596454945,960.1114,1117.244,0.9833642,1.0
surrVal_059_H0348_obsH0036_x0374,validation_lhs,0.348364,0.035699,0.374111,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3224.923,0.315,5776.62,0.175,0.9989778,1.285,1.0,0.175,0.17,0.46,1.33,1.04,1235.6616654100012,2175.3821687200007,910.1956,1274.398,0.9988693,1.0
surrVal_060_H0302_obsH0032_x0248,validation_lhs,0.301614,0.031565,0.247587,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,9804.175,0.31,15506.06,0.31,0.999743,0.755,1.0,0.11,0.105,0.165,1.395,1.335,1131.7984626574998,1917.0195487500005,858.2892,1037.775,0.9977912,1.0
