case_name,dataset_split,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m,end_time_s,field_write_interval_s,metric_write_interval_s,run_status,final_time_s,mesh_ok,n_pressure_samples_status,n_area_average_samples,n_maximum_samples,peak_area_average_p_rgh_Pa,time_peak_area_average_p_rgh_s,peak_maximum_p_rgh_Pa,time_peak_maximum_p_rgh_s,peak_area_average_alpha_water,time_peak_area_average_alpha_water_s,peak_maximum_alpha_water,time_peak_maximum_alpha_water_s,first_local_wetting_time_s,first_distributed_wetting_time_s,local_wetting_duration_s,distributed_wetting_duration_s,area_average_pressure_impulse_Pa_s,maximum_pressure_impulse_Pa_s,final_area_average_p_rgh_Pa,final_maximum_p_rgh_Pa,final_area_average_alpha_water,final_maximum_alpha_water,area_average_p_rgh_percentile_90_Pa,area_average_p_rgh_percentile_95_Pa,area_average_p_rgh_percentile_99_Pa,area_average_p_rgh_top_0p01_mean_Pa,area_average_p_rgh_top_0p02_mean_Pa,area_average_p_rgh_top_0p05_mean_Pa,area_average_p_rgh_top_0p1_mean_Pa,area_average_p_rgh_rolling_0p025s_peak_mean_Pa,area_average_p_rgh_rolling_0p025s_peak_time_s,area_average_p_rgh_rolling_0p05s_peak_mean_Pa,area_average_p_rgh_rolling_0p05s_peak_time_s,area_average_p_rgh_rolling_0p1s_peak_mean_Pa,area_average_p_rgh_rolling_0p1s_peak_time_s,area_average_alpha_percentile_95,maximum_p_rgh_percentile_90_Pa,maximum_p_rgh_percentile_95_Pa,maximum_p_rgh_percentile_99_Pa,maximum_p_rgh_top_0p01_mean_Pa,maximum_p_rgh_top_0p02_mean_Pa,maximum_p_rgh_top_0p05_mean_Pa,maximum_p_rgh_top_0p1_mean_Pa,maximum_p_rgh_rolling_0p025s_peak_mean_Pa,maximum_p_rgh_rolling_0p025s_peak_time_s,maximum_p_rgh_rolling_0p05s_peak_mean_Pa,maximum_p_rgh_rolling_0p05s_peak_time_s,maximum_p_rgh_rolling_0p1s_peak_mean_Pa,maximum_p_rgh_rolling_0p1s_peak_time_s,maximum_alpha_percentile_95
surrGrid_H0275_obsH0036_x0250,training_grid,0.275,0.036,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2161.436,0.32,3960.295,0.12,0.9999823,1.5,1.0,0.11,0.105,0.18,1.395,1.32,1054.46992256,1829.9260462700001,773.3361,851.7064,0.9999823,1.0,928.74638,1008.9842500000001,1264.9021499999994,1606.4833333333333,1422.3496666666667,1227.9515999999999,1092.5746,1236.2158333333334,0.13,1156.9266363636361,0.14,1014.445395238095,0.16,0.99997154,2211.8869000000013,2971.5571,3884.26422,3922.522333333334,3807.0141666666664,3422.953333333333,3013.2881333333335,3807.0141666666664,0.125,3551.085363636364,0.13,3130.299142857143,0.155,1.0
surrGrid_H0275_obsH0036_x0275,training_grid,0.275,0.036,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5839.332,0.33,8252.849,0.33,0.9999927,0.815,1.0,0.125,0.12,0.215,1.38,1.285,1067.2807088475004,1875.7459975975014,863.0045,942.2887,0.9958695,1.0,991.2574300000001,1031.9826500000001,1314.1284999999998,2856.156333333334,2072.633166666667,1492.4281333333336,1254.8603799999999,1581.3176999999998,0.325,1217.1212727272728,0.155,1049.105580952381,0.175,0.9998090100000001,2209.6564000000008,2862.0789000000013,4123.109199999999,5576.339333333333,4792.471333333333,3944.8033333333337,3184.024033333334,4035.0028333333335,0.14,3787.671272727272,0.145,3270.260380952382,0.17,1.0
surrGrid_H0275_obsH0036_x0292,training_grid,0.275,0.036,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7823.912,0.335,10544.9,0.335,0.9999909,0.77,1.0,0.135,0.13,0.25,1.37,1.25,1058.5827600725006,1848.271052369998,823.5163,935.0135,0.9999067,1.0,1027.1333000000002,1090.2711,1368.5094799999997,3545.9113333333335,2432.9370000000004,1659.5007333333333,1359.8149666666666,1858.5525166666669,0.33,1267.5970454545457,0.315,1064.1799333333333,0.185,0.99990823,2100.7110000000002,2885.6425000000017,4212.777299999999,6492.441333333333,5289.586,4192.8458,3261.5317333333323,4186.804999999999,0.145,3910.054090909091,0.155,3338.042952380954,0.18,1.0
surrGrid_H0275_obsH0036_x0320,training_grid,0.275,0.036,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1963.441,0.34,4782.962,0.15,0.9999962,1.415,1.0,0.15,0.145,0.32,1.355,1.18,1012.7855114194999,1772.395189665,813.9885,1146.914,0.9945038,1.0,1040.2449,1170.5217,1412.0266399999991,1673.1853333333336,1527.7286666666669,1361.5100666666665,1233.0933333333332,1353.7241666666666,0.17,1261.2363636363636,0.175,1119.6213476190474,0.76,0.99970142,2243.4515,2873.373650000001,4262.468749999996,4728.125,4434.050333333334,3789.7017333333333,3164.0143,4434.050333333334,0.16,4054.0105454545455,0.17,3403.2323333333343,0.195,1.0
surrGrid_H0275_obsH0036_x0350,training_grid,0.275,0.036,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3755.607,0.34,5200.314,0.165,0.9999877,1.115,1.0,0.165,0.16,0.51,1.34,0.99,1011.58960113175,1816.9509126999997,736.3837,1007.537,0.9915277,1.0,955.0583300000001,1149.9196000000002,1483.9737699999991,2568.9313333333334,2010.22,1544.743866666667,1303.2404733333337,1390.4490000000003,0.18,1285.487272727273,0.19,1088.9537714285714,0.215,0.9999822349999999,2230.193200000002,3115.9583000000007,4592.729839999997,5085.606333333333,4765.767833333333,4069.9873999999995,3358.0545666666662,4679.269833333334,0.175,4189.743545454545,0.185,3473.1663333333336,0.21,1.0
surrGrid_H0275_obsH0036_x0380,training_grid,0.275,0.036,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3123.767,0.595,5456.05,0.18,0.9999876,1.175,1.0,0.18,0.175,0.525,1.325,0.975,973.3737081755,1779.2615748240007,770.5558,1161.871,0.9781358,1.0,967.8565500000002,1160.4412000000004,1529.9471299999987,2291.8946666666666,1880.2496666666664,1499.2332666666664,1269.2793466666667,1428.3185,0.195,1299.4731818181817,0.205,1095.3056666666669,0.23,0.999981815,2139.3482000000013,2946.0284000000015,5170.08905,5343.531,5021.618,4129.176399999999,3323.805333333334,4841.796166666668,0.19,4263.753545454544,0.2,3503.49461904762,0.225,1.0
surrGrid_H0275_obsH0042_x0220,training_grid,0.275,0.042,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1424.374,0.105,4035.034,0.105,0.9885287,1.5,1.0,0.095,0.085,0.155,1.415,1.345,1017.0511889450001,1645.6196076974993,773.5348,998.0434,0.9885287,1.0,829.9352200000001,918.0745000000002,1203.0899499999991,1378.144,1267.3395,1114.08678,985.6606966666666,1267.3395,0.115,1168.8586363636364,0.125,1042.3343285714288,0.15,0.9273848750000001,1715.7549000000008,2636.3219000000004,3529.0272799999975,3891.778333333333,3671.5125000000003,3230.752866666667,2693.1110333333336,3671.5124999999994,0.11,3396.2286363636363,0.115,3009.3361904761914,0.14,1.0
surrGrid_H0275_obsH0042_x0250,training_grid,0.275,0.042,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2203.011,0.33,4133.24,0.12,0.9999184,0.845,1.0,0.11,0.105,0.19,1.395,1.31,1078.4718880025005,1892.7740871275005,750.0761,863.6239,0.9896802,1.0,895.7054300000001,1038.7241000000004,1374.6366399999995,1689.1290000000001,1515.8905000000002,1288.4487333333336,1115.126626666667,1356.7809999999997,0.135,1252.8404545454546,0.145,1085.5850000000003,0.165,0.999809945,2300.8436,2817.2612500000005,3934.187229999999,4073.1873333333333,3976.965166666667,3522.974800000001,3032.2389666666663,3976.9651666666664,0.125,3709.180454545455,0.13,3229.7762380952386,0.155,1.0
surrGrid_H0275_obsH0042_x0275,training_grid,0.275,0.042,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6236.77,0.34,8319.921,0.34,0.9999159,0.8,1.0,0.125,0.12,0.25,1.38,1.25,1074.5739975024999,1871.581491149999,801.1673,886.1112,0.9882789,1.0,952.3583100000001,994.9256700000005,1442.6681800000001,3045.651,2221.1168333333335,1591.1604,1280.87293,1682.1050833333327,0.34,1303.582090909091,0.155,1114.028647619048,0.175,0.99962391,2068.5396,2911.1441500000014,4189.053229999999,5635.347333333334,4905.242666666666,4069.679333333334,3198.851833333334,4185.662333333333,0.14,3927.033909090909,0.145,3362.0871904761916,0.17,1.0
surrGrid_H0275_obsH0042_x0292,training_grid,0.275,0.042,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1500.927,0.35,4471.225,0.14,0.9998719,0.785,1.0,0.135,0.13,0.315,1.37,1.185,1026.5073098349997,1814.2952180675,805.8251,905.9734,0.9943748,1.0,988.0032000000002,1133.467,1445.6063599999998,1476.3176666666668,1445.5931666666668,1301.2034,1169.6294666666665,1411.2506666666668,0.16,1322.8282727272729,0.165,1125.9986142857147,0.185,0.9949521250000001,2311.1645,2782.8190500000014,4264.209429999998,4439.194333333334,4303.087166666667,3803.5415333333326,3138.5307,4303.087166666666,0.15,4044.3113636363632,0.155,3427.3958095238086,0.18,1.0
surrGrid_H0275_obsH0042_x0320,training_grid,0.275,0.042,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1918.413,0.355,4801.081,0.155,0.999992,0.85,1.0,0.15,0.145,0.485,1.355,1.0150000000000001,1012.4600554620001,1811.5036527000007,760.8307,1064.643,0.9760096,1.0,1024.5875,1162.21715,1452.3451499999999,1640.9536666666665,1540.2123333333332,1370.5273333333337,1228.5691666666667,1447.2759999999998,0.17,1338.778,0.18,1138.4741523809523,0.2,0.999652895,2373.7492000000007,3007.9009,4576.445569999998,4796.394,4575.015333333334,3925.0353333333337,3293.3349333333344,4575.015333333333,0.16,4202.532545454546,0.17,3497.2306666666677,0.195,1.0
surrGrid_H0275_obsH0042_x0350,training_grid,0.275,0.042,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1597.92,0.175,5295.353,0.165,0.9998932,0.835,1.0,0.165,0.16,0.525,1.34,0.975,991.6357390997496,1769.1924412475005,733.8972,1031.828,0.9489822,1.0,1060.1999,1261.92875,1457.9779399999998,1551.7366666666667,1496.3961666666667,1379.4480666666666,1261.8977666666667,1464.4810000000004,0.185,1343.2922727272728,0.19,1144.6985857142859,0.215,0.9976902750000001,2757.2610000000004,3193.080650000001,4759.797019999997,5155.457666666666,4804.636333333333,4044.6628666666666,3533.4628,4804.636333333333,0.175,4327.43209090909,0.185,3559.5692380952373,0.21,1.0
surrGrid_H0275_obsH0042_x0380,training_grid,0.275,0.042,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3744.992,0.355,5518.819,0.18,0.9994293,1.25,1.0,0.18,0.175,0.55,1.325,0.95,994.53323296125,1779.602822367752,725.1322,1040.901,0.9981663,1.0,984.2717700000002,1254.4762500000004,1588.4095199999995,2544.476,2033.8066666666666,1612.0351999999998,1359.6785499999999,1496.2261666666666,0.2,1357.1041818181818,0.205,1146.2749619047622,0.23,0.99934605,2509.1243000000013,3230.2270500000004,4904.498509999996,5401.894666666666,5037.538,4201.337199999999,3554.5217333333335,4966.941999999999,0.19,4394.343,0.2,3582.279523809524,0.225,1.0
surrGrid_H0275_obsH0048_x0220,training_grid,0.275,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1817.231,0.325,4247.926,0.105,0.9233828,1.5,1.0,0.095,0.085,0.165,1.415,1.335,1056.6756528949998,1667.9101150375,720.6393,908.8541,0.9233828,1.0,851.2871600000002,1002.7737500000001,1490.30576,1605.6523333333334,1489.5321666666669,1263.7324,1084.4973599999998,1390.9073333333333,0.12,1261.0590000000004,0.13,1106.3472523809523,0.15,0.907169525,1747.7104000000008,2661.785150000001,3786.945989999999,4077.2100000000005,3852.975,3363.6588666666667,2767.7843,3852.974999999999,0.11,3552.679090909091,0.115,3104.048238095238,0.14,1.0
surrGrid_H0275_obsH0048_x0250,training_grid,0.275,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3324.142,0.335,4589.042,0.335,0.9999125,0.745,1.0,0.11,0.105,0.21,1.395,1.29,1110.2927999375,1930.7786850450002,717.8987,837.1665,0.9958766,1.0,944.5637600000001,1028.4235500000002,1524.32854,2129.6983333333333,1787.5765,1429.206,1199.8461566666667,1451.8728333333336,0.14,1343.410818181818,0.145,1146.532019047619,0.165,0.9987937650000001,2123.9814000000006,2909.2831500000007,4199.468830000001,4367.775666666667,4230.744833333333,3742.6224666666667,3111.1096666666654,4116.383666666667,0.13,3857.960090909091,0.135,3308.822047619047,0.155,1.0
surrGrid_H0275_obsH0048_x0275,training_grid,0.275,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2219.327,0.35,4409.59,0.14,0.9999355,0.76,1.0,0.125,0.12,0.305,1.38,1.195,1046.1307455074993,1833.2098999175003,770.0198,823.1264,0.9973189,1.0,984.7021600000003,1146.089,1520.7770799999998,1760.054,1618.3938333333333,1389.1703333333332,1225.4261000000001,1476.2049999999997,0.15,1374.126181818182,0.16,1166.8621333333333,0.18,0.9982358100000001,2330.3864000000012,2821.9597000000017,4261.38717,4357.294333333333,4291.876333333333,3820.9886666666657,3194.7614333333327,4291.876333333334,0.14,4052.507454545455,0.145,3444.495571428571,0.17,1.0
surrGrid_H0275_obsH0048_x0292,training_grid,0.275,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1640.987,1.035,4490.566,0.14,0.9999334,0.785,1.0,0.135,0.13,0.45,1.37,1.05,1027.5038350549999,1841.5722977249998,807.7016,869.5526,0.9788928,1.0,1055.6969000000001,1198.8218000000002,1526.1046899999997,1581.563,1546.6058333333333,1416.0086000000001,1267.6719333333333,1486.767,0.16,1380.4109999999998,0.165,1172.3956666666666,0.185,0.999488335,2230.369400000001,3117.81935,4467.94924,4488.397333333333,4417.716,3942.592466666667,3275.1993333333326,4417.716,0.15,4171.197999999999,0.155,3510.715095238095,0.18,1.0
surrGrid_H0275_obsH0048_x0320,training_grid,0.275,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4679.285,0.37,6070.834,0.37,0.9999467,0.955,1.0,0.15,0.145,0.48,1.355,1.02,1027.1873268859997,1861.8191765975014,811.3075,881.0199,0.9707203,1.0,1023.6929,1163.7981,1509.1821599999996,2599.6833333333334,2045.2015000000001,1570.0912666666668,1339.3532333333335,1500.5448333333334,0.175,1394.9346363636362,0.18,1179.9933952380952,0.2,0.999908475,2505.2681000000002,2933.655250000002,4759.482639999999,5230.371666666667,4944.9158333333335,4211.7576,3463.373566666667,4649.240333333333,0.16,4310.378181818181,0.17,3567.079476190476,0.195,1.0
surrGrid_H0275_obsH0048_x0350,training_grid,0.275,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1602.972,0.18,5191.01,0.165,0.9999397,0.88,1.0,0.165,0.16,0.52,1.34,0.98,966.066791891,1781.244085527501,775.5295,1051.056,0.9192865,1.0,932.4814100000008,1147.1352000000002,1464.6410999999994,1577.0606666666665,1504.5905,1347.0108666666667,1198.8363766666666,1504.5905,0.19,1394.5791818181817,0.195,1178.2431666666666,0.215,0.99969049,2436.3395000000014,2999.13485,4867.200969999998,5124.024333333334,4873.884666666668,4083.2629333333343,3420.7640000000006,4873.884666666668,0.175,4418.717272727274,0.185,3619.513333333334,0.21,1.0
surrGrid_H0275_obsH0048_x0380,training_grid,0.275,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3293.54,0.375,5565.23,0.18,0.9995423,0.96,1.0,0.18,0.175,0.55,1.325,0.95,962.6204928304999,1757.3136151817503,820.7964,1061.12,0.9894,1.0,883.6146600000008,1204.7727499999999,1534.221839999999,2190.785,1833.7026666666663,1502.2188666666664,1287.4955433333328,1520.0089999999998,0.2,1398.7468181818183,0.21,1179.2528571428568,0.23,0.99880384,2430.8104000000003,2971.6752,5009.4995599999975,5419.629,5058.043833333333,4198.907333333334,3462.5649333333336,5058.043833333333,0.19,4493.5552727272725,0.2,3646.081571428571,0.225,1.0
surrGrid_H0275_obsH0060_x0220,training_grid,0.275,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3968.827,0.335,5892.089,0.335,0.9991622,0.93,1.0,0.095,0.085,0.18,1.415,1.32,1112.7042475800004,1819.8339560725012,717.2377,817.2099,0.9953638,1.0,897.2560500000002,1044.8887000000007,1636.6789499999995,2467.7473333333332,2006.3033333333335,1530.4897333333333,1241.9844699999999,1571.0436666666667,0.125,1415.1767272727275,0.13,1201.2788000000003,0.15,0.9970353550000001,1954.6001000000008,2799.976700000001,4278.958169999997,4984.501,4549.553833333333,3806.7060000000006,3067.0820333333336,4201.030166666666,0.115,3834.9333636363635,0.115,3271.7272380952386,0.14,1.0
surrGrid_H0275_obsH0060_x0250,training_grid,0.275,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5608.054,0.355,7959.139,0.355,0.9991704,0.735,1.0,0.11,0.105,0.27,1.395,1.23,1134.8447061425004,1960.3234071575005,673.1181,885.2468,0.9931542,1.0,1047.1476000000002,1104.37975,1646.2479799999994,3012.945333333333,2308.035166666667,1679.4137999999998,1374.0003333333334,1611.4270000000004,0.145,1473.851090909091,0.15,1231.4034476190477,0.17,0.99885044,2458.8608999999997,2992.6322000000005,4399.257589999999,5670.481666666667,4991.750166666666,4166.728733333333,3390.327866666667,4353.854666666667,0.135,4095.622727272728,0.135,3457.0485238095243,0.155,1.0
surrGrid_H0275_obsH0060_x0275,training_grid,0.275,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4623.362,0.38,6197.942,0.38,0.9998584,0.84,1.0,0.125,0.12,0.465,1.38,1.035,1076.4889467125,1890.351473822501,644.3597,869.9563,0.9899456,1.0,1039.4039,1186.70475,1637.9600199999993,2692.8123333333338,2164.0341666666664,1676.8866666666663,1400.1844666666666,1606.4493333333332,0.16,1477.3804545454548,0.165,1239.8319999999999,0.18,0.9991582200000001,2333.5458000000017,3145.9501500000006,4500.4018399999995,5116.499,4762.7373333333335,4208.346266666666,3494.8222666666675,4446.108,0.145,4241.86790909091,0.145,3577.557904761904,0.17,1.0
surrGrid_H0275_obsH0060_x0292,training_grid,0.275,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2180.62,0.4,4576.503,0.155,0.9989362,0.8,1.0,0.135,0.13,0.485,1.37,1.0150000000000001,1013.9845381700001,1908.4866262775008,593.8116,754.8697,0.8350281,1.0,1070.0319000000004,1159.4830000000002,1599.16529,1814.009,1697.9568333333334,1459.8032666666666,1292.4163333333336,1580.2913333333333,0.17,1468.335,0.17,1233.607376190476,0.19,0.99421697,2436.7993,3442.49505,4490.253479999999,4554.414333333333,4503.0105,4118.010066666667,3523.5928333333336,4503.010500000001,0.15,4322.907363636363,0.155,3623.9239523809533,0.18,1.0
surrGrid_H0275_obsH0060_x0320,training_grid,0.275,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2019.904,0.415,4853.457,0.145,0.9998402,0.83,1.0,0.15,0.145,0.505,1.355,0.995,965.2225505664994,1817.8106611650005,565.3316,955.5647,0.855358,1.0,965.0884500000004,1145.94845,1573.8144399999996,1752.67,1647.4313333333332,1436.6816666666668,1244.929556666667,1558.2683333333334,0.18,1455.3823636363638,0.185,1226.5935095238096,0.205,0.992930925,2412.3205000000003,3376.4450500000003,4704.978979999999,4817.130666666667,4737.278333333333,4204.285866666667,3496.654633333333,4737.278333333335,0.16,4462.013818181818,0.17,3679.5503333333327,0.195,1.0
surrGrid_H0275_obsH0060_x0350,training_grid,0.275,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3212.809,0.425,5264.508,0.165,0.9969552,0.87,1.0,0.165,0.16,0.52,1.34,0.98,927.6834258800008,1739.5314518699995,583.5546,1041.062,0.7752514,1.0,910.9119400000003,1092.3964000000005,1555.6845099999996,2137.4583333333335,1830.5041666666666,1496.165066666667,1234.7151833333337,1531.329166666667,0.195,1430.2703636363638,0.2,1216.2462952380952,0.215,0.99416961,2244.4509000000025,3012.9229500000015,4887.002349999998,5170.2716666666665,4961.886833333333,4284.060466666666,3408.1724333333336,4961.886833333333,0.175,4553.187909090909,0.185,3725.4644285714285,0.21,1.0
surrGrid_H0275_obsH0060_x0380,training_grid,0.275,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2815.053,0.425,5465.184,0.18,0.9709852,1.235,1.0,0.18,0.175,0.535,1.325,0.965,891.6791373645005,1604.9710687349998,598.1904,1042.809,0.7865823,1.0,954.97499,1197.8590000000002,1565.1664899999998,2000.213,1754.9465,1498.676,1283.5493800000002,1525.4846666666665,0.205,1411.7917272727273,0.21,1203.9418380952382,0.23,0.95152139,2017.8498000000016,3266.6994500000014,5055.296389999998,5379.523,5103.991666666666,4286.3227333333325,3414.5224999999996,5103.991666666666,0.19,4592.789636363636,0.2,3729.2973333333334,0.225,1.0
surrGrid_H0275_obsH0066_x0220,training_grid,0.275,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1825.352,0.12,4768.166,0.115,0.9986501,0.905,1.0,0.095,0.085,0.19,1.415,1.31,1140.80643105,1837.498847217499,643.4285,857.8307,0.9407222,1.0,872.8230400000001,1070.5288000000003,1576.9106499999987,1782.0846666666666,1650.4884999999997,1404.5151333333336,1164.7466866666668,1650.4884999999997,0.125,1475.1030909090912,0.135,1241.6631476190475,0.155,0.99734769,2001.8554000000006,2725.065300000001,4234.332639999997,4633.809,4359.171666666667,3719.523333333334,3017.791766666667,4359.171666666668,0.12,3973.2227272727278,0.115,3355.9043809523823,0.14,1.0
surrGrid_H0275_obsH0066_x0250,training_grid,0.275,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1793.428,0.135,4708.256,0.135,0.9985699,1.435,1.0,0.11,0.105,0.31,1.395,1.19,1136.8298337775,1919.5339127375,660.0723,877.1565,0.9656306,1.0,1004.9067000000001,1233.82355,1659.1090999999994,1760.423,1696.8666666666668,1481.0106000000003,1291.2470666666668,1679.2071666666668,0.145,1523.0046363636363,0.15,1263.6967476190475,0.17,0.998397195,2178.842300000001,2885.854900000001,4413.50512,4572.592666666666,4453.540999999999,3916.8707333333327,3240.057733333333,4453.541,0.135,4190.745727272728,0.135,3518.4146666666666,0.155,1.0
surrGrid_H0275_obsH0066_x0275,training_grid,0.275,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2859.871,0.4,4656.95,0.715,0.9983723,0.795,1.0,0.125,0.12,0.485,1.38,1.0150000000000001,1073.4171805249998,1990.1757955650003,563.5921,839.3038,0.8232425,1.0,1093.8510999999999,1219.5399000000002,1672.0267799999997,2096.681,1862.1068333333333,1560.5518,1359.1426999999996,1646.0195,0.16,1514.6522727272727,0.165,1259.920766666667,0.18,0.9897400600000001,2587.1640000000016,3754.6386500000012,4541.54689,4627.853999999999,4562.013333333333,4347.406933333334,3757.1077333333333,4499.360833333333,0.145,4314.291454545454,0.15,3630.594047619048,0.17,1.0
surrGrid_H0275_obsH0066_x0292,training_grid,0.275,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1675.505,0.165,4617.074,0.16,0.9939924,0.745,1.0,0.135,0.13,0.505,1.37,0.995,1008.9824883474997,1937.4551311674995,629.0242,934.295,0.9569207,1.0,936.9372800000003,1148.97735,1606.44565,1656.7933333333333,1608.3665,1431.0430666666666,1245.4952899999996,1608.3665,0.17,1493.8859090909093,0.175,1250.5290571428573,0.19,0.989383215,2449.039200000001,3999.1507000000006,4566.18614,4584.786,4561.531833333333,4387.5380000000005,3856.3463333333334,4550.200833333332,0.155,4381.331363636363,0.155,3675.377428571428,0.18,1.0
surrGrid_H0275_obsH0066_x0320,training_grid,0.275,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3838.778,0.44,5199.085,0.44,0.9941113,1.5,1.0,0.15,0.145,0.53,1.355,0.97,943.2144644365004,1856.0570950725,716.96,960.6301,0.9941113,1.0,915.0685500000004,1080.1171000000004,1579.1128499999995,2364.5896666666667,1959.4848333333337,1560.0536666666665,1281.9545366666669,1564.4133333333332,0.185,1466.1773636363635,0.185,1240.5652761904762,0.205,0.9884222349999999,2236.385700000002,3426.8293500000004,4758.551149999999,4954.356,4834.112833333334,4380.5704,3647.3729,4740.242499999999,0.16,4503.851818181818,0.17,3720.608714285715,0.195,1.0
surrGrid_H0275_obsH0066_x0350,training_grid,0.275,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2474.111,0.455,5280.077,0.165,0.9994351,0.785,1.0,0.165,0.16,0.54,1.34,0.96,890.2819447562498,1747.9892006449998,528.6584,1080.528,0.6496576,1.0,992.7645200000005,1170.9037000000003,1563.1941,1880.927,1701.2979999999998,1470.2317333333335,1276.023,1533.1751666666667,0.195,1431.7654545454543,0.2,1219.6384142857144,0.22,0.96497314,2358.6553000000004,3047.8417500000014,4883.576569999999,5159.747,4961.288833333333,4254.5226,3504.333866666667,4961.288833333333,0.175,4588.980454545455,0.185,3757.0821428571426,0.21,1.0
surrGrid_H0275_obsH0066_x0380,training_grid,0.275,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1943.628,0.625,5485.698,0.18,0.9981228,0.92,1.0,0.18,0.175,0.55,1.325,0.95,865.0373706184998,1696.6657157125007,622.1532,1172.678,0.7339541,1.0,942.3914400000001,1133.8262000000004,1564.5565399999998,1739.204,1634.3528333333334,1450.7557333333336,1240.0712466666666,1508.1915000000001,0.21,1406.3597272727275,0.215,1202.443195238095,0.235,0.9877528499999999,2173.2652000000007,3181.581650000001,5028.233099999998,5396.241333333333,5111.523833333334,4292.890466666667,3454.818,5111.523833333334,0.19,4631.547545454544,0.2,3759.8281904761907,0.225,1.0
surrGrid_H0275_obsH0072_x0220,training_grid,0.275,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4325.745,0.35,6454.428,0.35,0.9992394,0.88,1.0,0.095,0.085,0.2,1.415,1.3,1174.1128932899996,1949.3595376600001,610.2414,890.3139,0.840459,1.0,905.63568,1071.6656500000004,1775.4288199999994,2710.980333333333,2199.4525,1644.0524,1299.8854133333332,1722.3778333333337,0.13,1538.709090909091,0.135,1277.972542857143,0.155,0.999198035,2053.189100000001,2865.7168000000015,4579.779119999997,5425.439666666666,4926.0185,4074.652933333333,3279.547399999999,4544.231833333333,0.12,4114.698545454544,0.12,3437.645857142856,0.14,1.0
surrGrid_H0275_obsH0072_x0250,training_grid,0.275,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1847.832,0.14,4723.636,0.135,0.9966104,1.41,1.0,0.11,0.105,0.34,1.395,1.16,1136.0126038175001,1998.5464579199988,624.0307,872.3694,0.9072743,1.0,978.6994500000002,1212.1090500000003,1741.2051799999997,1803.585,1745.7506666666668,1507.5246,1303.3735633333335,1725.63,0.15,1564.6306363636368,0.15,1289.2125952380957,0.17,0.9954552,2443.112,3291.1979000000006,4504.714479999999,4674.699666666667,4543.196500000001,4047.0063333333333,3474.8887000000004,4543.196500000001,0.14,4286.911727272728,0.135,3580.417238095238,0.155,1.0
